notif_id,plate,owner,phone,type,message,status,time
367,WB57OF5240,Arjun Iyer,+911483946013,EMAIL,WB57OF5240 overspeeding (36 km/h) at Residential Zone,Failed,2026-03-23 20:22:58
368,WB43LM1595,Sneha Gupta,+914372014242,SYSTEM,WB43LM1595 overspeeding (46 km/h) at Academic Block A,Failed,2026-03-23 17:31:58
369,DL99TM2873,Pooja Bose,+918396935104,EMAIL,DL99TM2873 overspeeding (38 km/h) at Sports Complex,Failed,2026-03-24 01:43:58
370,DL63EZ3326,Suresh Nair,+913397774947,SYSTEM,DL63EZ3326 overspeeding (42 km/h) at Academic Block A,Failed,2026-03-24 10:44:58
371,WB48UU1369,Arjun Kumar,+918948026518,SYSTEM,WB48UU1369 overspeeding (68 km/h) at Sports Complex,Failed,2026-03-24 10:36:58
372,ML53WF1442,Arjun Das,+916625753145,EMAIL,ML53WF1442 overspeeding (32 km/h) at Main Gate,Failed,2026-03-24 02:46:58
373,AS34EA9219,Ananya Verma,+919279012809,SMS,AS34EA9219 overspeeding (32 km/h) at GH-4 Gate,Failed,2026-03-24 08:14:58
374,KA85SP8923,Sneha Iyer,+915424963059,SYSTEM,KA85SP8923 overspeeding (62 km/h) at Residential Zone,Delivered,2026-03-24 03:05:58
375,ML32GF1928,Aman Iyer,+917798826466,SMS,ML32GF1928 overspeeding (60 km/h) at Main Gate,Delivered,2026-03-24 06:06:58
376,DL31BI3386,Kavya Verma,+919431025879,SMS,DL31BI3386 overspeeding (68 km/h) at Academic Block A,Delivered,2026-03-24 01:49:58
377,AS40IU3799,Rohan Nair,+910527804140,SYSTEM,AS40IU3799 overspeeding (32 km/h) at Academic Block B,Failed,2026-03-24 11:05:58
378,KA91KA4712,Meena Mehta,+914977347776,EMAIL,KA91KA4712 overspeeding (66 km/h) at Hospital Road,Failed,2026-03-23 22:56:58
379,KA82OH1461,Neha Nair,+915236349201,EMAIL,KA82OH1461 overspeeding (30 km/h) at Main Gate,Delivered,2026-03-23 12:31:58
380,KA85SP8923,Sneha Iyer,+915424963059,SYSTEM,KA85SP8923 overspeeding (62 km/h) at Library Junction,Delivered,2026-03-24 10:00:58
381,DL86SZ9423,Meena Joshi,+919354767148,EMAIL,DL86SZ9423 overspeeding (69 km/h) at Sports Complex,Failed,2026-03-24 12:00:58
382,ML94LG3675,Arjun Bose,+912905214340,EMAIL,ML94LG3675 overspeeding (60 km/h) at Academic Block A,Delivered,2026-03-23 17:00:58
383,WB58WC3808,Arjun Joshi,+913635977474,SYSTEM,WB58WC3808 overspeeding (59 km/h) at Hospital Road,Failed,2026-03-24 00:23:58
384,WB91KK4291,Sneha Verma,+918987479903,SMS,WB91KK4291 overspeeding (70 km/h) at Library Junction,Failed,2026-03-23 14:59:58
385,DL86SZ9423,Meena Joshi,+919354767148,SYSTEM,DL86SZ9423 overspeeding (58 km/h) at Library Junction,Delivered,2026-03-23 15:52:58
386,ML37VL7728,Sneha Nair,+915564478958,SYSTEM,ML37VL7728 overspeeding (63 km/h) at Sports Complex,Failed,2026-03-23 22:39:58
387,ML32GF1928,Aman Iyer,+917798826466,SMS,ML32GF1928 overspeeding (63 km/h) at Hospital Road,Failed,2026-03-24 05:53:58
388,AS62CG5474,Kavya Bose,+919032494066,EMAIL,AS62CG5474 overspeeding (29 km/h) at Sports Complex,Delivered,2026-03-23 16:12:58
389,ML96SL5034,Ananya Nair,+913496992806,SMS,ML96SL5034 overspeeding (26 km/h) at GH-4 Gate,Failed,2026-03-24 12:07:58
390,DL98KR3808,Rohan Iyer,+917462868793,SMS,DL98KR3808 overspeeding (62 km/h) at Library Junction,Failed,2026-03-23 15:08:58
391,DL86SZ9423,Meena Joshi,+919354767148,EMAIL,DL86SZ9423 overspeeding (65 km/h) at Academic Block B,Failed,2026-03-23 19:51:58
392,ML28CR1695,Suresh Mehta,+915639757890,EMAIL,ML28CR1695 overspeeding (58 km/h) at Academic Block A,Failed,2026-03-23 12:41:58
393,AS34EA9219,Ananya Verma,+919279012809,SYSTEM,AS34EA9219 overspeeding (38 km/h) at Academic Block B,Failed,2026-03-23 23:25:58
394,DL49NC5997,Pooja Kumar,+913421486777,EMAIL,DL49NC5997 overspeeding (55 km/h) at Residential Zone,Failed,2026-03-24 05:17:58
395,WB35LG7640,Neha Verma,+911544676659,EMAIL,WB35LG7640 overspeeding (51 km/h) at Hospital Road,Failed,2026-03-24 03:13:58
396,WB89CN6765,Riya Mehta,+913561598010,SMS,WB89CN6765 overspeeding (41 km/h) at GH-4 Gate,Delivered,2026-03-23 19:09:58
397,KA16IA3366,Rohan Sharma,+915286067475,SMS,KA16IA3366 overspeeding (31 km/h) at Library Junction,Delivered,2026-03-24 02:53:58
398,KA48KJ3409,Aman Bose,+912160886709,SMS,KA48KJ3409 overspeeding (66 km/h) at Main Gate,Delivered,2026-03-23 18:32:58
399,DL08NI4952,Vikram Nair,+912709109071,EMAIL,DL08NI4952 overspeeding (33 km/h) at Academic Block A,Delivered,2026-03-24 09:44:58
400,DL59QR2695,Suresh Das,+910814670689,SMS,DL59QR2695 overspeeding (61 km/h) at Residential Zone,Delivered,2026-03-23 14:15:58
401,ML34UE2374,Rohan Joshi,+914806694030,SYSTEM,ML34UE2374 overspeeding (65 km/h) at Academic Block A,Delivered,2026-03-23 21:11:58
402,AS85BJ2738,Rohan Joshi,+910333651880,SYSTEM,AS85BJ2738 overspeeding (40 km/h) at Main Gate,Failed,2026-03-23 23:51:58
403,ML37VL7728,Sneha Nair,+915564478958,SMS,ML37VL7728 overspeeding (51 km/h) at Sports Complex,Delivered,2026-03-24 10:07:58
404,ML67RX5733,Arjun Iyer,+917949777325,SYSTEM,ML67RX5733 overspeeding (35 km/h) at Academic Block A,Delivered,2026-03-23 14:58:58
405,WB89CN6765,Riya Mehta,+913561598010,EMAIL,WB89CN6765 overspeeding (54 km/h) at Main Gate,Delivered,2026-03-24 11:03:58
406,KA55JD5796,Riya Gupta,+916827671617,EMAIL,KA55JD5796 overspeeding (61 km/h) at Main Gate,Delivered,2026-03-23 20:26:58
407,ML88RX4292,Sneha Joshi,+913910963340,EMAIL,ML88RX4292 overspeeding (63 km/h) at Library Junction,Failed,2026-03-24 12:03:58
408,ML88FN3438,Neha Iyer,+911992948086,SMS,ML88FN3438 overspeeding (51 km/h) at Residential Zone,Delivered,2026-03-24 05:54:58
409,DL98TW1231,Arjun Das,+911014027580,SMS,DL98TW1231 overspeeding (34 km/h) at Main Gate,Delivered,2026-03-24 10:51:58
410,KA48KJ3409,Aman Bose,+912160886709,SYSTEM,KA48KJ3409 overspeeding (51 km/h) at Main Gate,Failed,2026-03-23 19:16:58
411,KA97LD1716,Rajesh Gupta,+916474566939,SYSTEM,KA97LD1716 overspeeding (55 km/h) at Academic Block B,Failed,2026-03-23 13:52:58
412,AS27RC7448,Ananya Sharma,+919232836094,SYSTEM,AS27RC7448 overspeeding (56 km/h) at GH-4 Gate,Failed,2026-03-24 02:17:58
413,KA72NF7276,Kavya Sharma,+914958854666,SMS,KA72NF7276 overspeeding (33 km/h) at Main Gate,Failed,2026-03-23 13:13:58
414,AS83FS6022,Kavya Mehta,+917446152331,SMS,AS83FS6022 overspeeding (34 km/h) at Academic Block B,Delivered,2026-03-23 17:53:58
415,WB89CN6765,Riya Mehta,+913561598010,SMS,WB89CN6765 overspeeding (24 km/h) at Academic Block A,Delivered,2026-03-23 17:53:58
416,KA16QU5840,Ananya Kumar,+912966108850,EMAIL,KA16QU5840 overspeeding (52 km/h) at Academic Block B,Failed,2026-03-24 02:01:58
417,DL83WU9535,Kavya Nair,+911915390504,EMAIL,DL83WU9535 overspeeding (30 km/h) at Hospital Road,Failed,2026-03-24 03:10:58
418,ML66ZK5727,Meena Das,+917622447332,SYSTEM,ML66ZK5727 overspeeding (58 km/h) at Academic Block A,Failed,2026-03-23 14:44:58
419,KA32PF6209,Rahul Nair,+913422974948,SYSTEM,KA32PF6209 overspeeding (50 km/h) at GH-4 Gate,Delivered,2026-03-23 14:29:58
420,KA54JI4942,Neha Nair,+918675014564,SYSTEM,KA54JI4942 overspeeding (18 km/h) at Residential Zone,Delivered,2026-03-23 16:49:58
421,ML56VE5235,Rahul Bose,+916488033059,EMAIL,ML56VE5235 overspeeding (62 km/h) at Hospital Road,Delivered,2026-03-24 01:34:58
422,ML32GF1928,Aman Iyer,+917798826466,EMAIL,ML32GF1928 overspeeding (50 km/h) at GH-4 Gate,Failed,2026-03-23 18:07:58
423,DL62KW3487,Vikram Sharma,+913688960820,SYSTEM,DL62KW3487 overspeeding (62 km/h) at Hospital Road,Failed,2026-03-24 10:51:58
424,KA14YZ5213,Rajesh Bose,+917500846271,EMAIL,KA14YZ5213 overspeeding (54 km/h) at Library Junction,Delivered,2026-03-24 02:43:58
425,DL72HP6499,Kavya Iyer,+916877846731,SYSTEM,DL72HP6499 overspeeding (70 km/h) at Library Junction,Delivered,2026-03-23 16:56:58
426,WB15EK7276,Neha Gupta,+916521010367,SYSTEM,WB15EK7276 overspeeding (54 km/h) at Residential Zone,Failed,2026-03-23 15:38:58
427,AS34EA9219,Ananya Verma,+919279012809,SYSTEM,AS34EA9219 overspeeding (47 km/h) at Hospital Road,Delivered,2026-03-23 16:13:58
428,KA26GV1325,Priya Mehta,+915506330633,SMS,KA26GV1325 overspeeding (64 km/h) at GH-4 Gate,Delivered,2026-03-23 18:49:58
429,ML08KZ2169,Meena Kumar,+910547945931,SMS,ML08KZ2169 overspeeding (30 km/h) at Sports Complex,Delivered,2026-03-23 23:44:58
430,AS85BJ2738,Rohan Joshi,+910333651880,SYSTEM,AS85BJ2738 overspeeding (30 km/h) at Main Gate,Failed,2026-03-23 22:51:58
431,ML88RX4292,Sneha Joshi,+913910963340,EMAIL,ML88RX4292 overspeeding (42 km/h) at Academic Block A,Failed,2026-03-23 18:59:58
432,KA16QU5840,Ananya Kumar,+912966108850,EMAIL,KA16QU5840 overspeeding (54 km/h) at Academic Block B,Failed,2026-03-24 09:17:58
433,DL72HP6499,Kavya Iyer,+916877846731,EMAIL,DL72HP6499 overspeeding (40 km/h) at GH-4 Gate,Delivered,2026-03-24 06:11:58
434,KA05JP7623,Meena Bose,+919000637891,EMAIL,KA05JP7623 overspeeding (35 km/h) at Library Junction,Failed,2026-03-24 11:47:58
435,ML45SH3466,Sneha Joshi,+914389074659,SMS,ML45SH3466 overspeeding (51 km/h) at GH-4 Gate,Failed,2026-03-24 00:45:58
436,WB84FK1524,Suresh Das,+919692463706,SMS,WB84FK1524 overspeeding (61 km/h) at Main Gate,Delivered,2026-03-23 17:14:58
437,ML08KZ2169,Meena Kumar,+910547945931,SYSTEM,ML08KZ2169 overspeeding (38 km/h) at Sports Complex,Failed,2026-03-24 07:18:58
438,DL49NC5997,Pooja Kumar,+913421486777,SMS,DL49NC5997 overspeeding (55 km/h) at Main Gate,Failed,2026-03-24 11:45:58
439,AS66CQ3987,Neha Das,+911025854153,SMS,AS66CQ3987 overspeeding (62 km/h) at Academic Block A,Delivered,2026-03-24 04:59:58
440,DL32VH5131,Ananya Nair,+916053706022,SYSTEM,DL32VH5131 overspeeding (42 km/h) at Library Junction,Failed,2026-03-24 04:07:58
441,AS40IU3799,Rohan Nair,+910527804140,SMS,AS40IU3799 overspeeding (18 km/h) at Residential Zone,Failed,2026-03-23 23:44:58
442,ML66DO3392,Neha Kumar,+919221505021,SMS,ML66DO3392 overspeeding (50 km/h) at Hospital Road,Failed,2026-03-24 04:32:58
443,KA85SP8923,Sneha Iyer,+915424963059,SMS,KA85SP8923 overspeeding (68 km/h) at Academic Block A,Failed,2026-03-23 15:23:58
444,WB57OF5240,Arjun Iyer,+911483946013,EMAIL,WB57OF5240 overspeeding (19 km/h) at Residential Zone,Failed,2026-03-24 11:30:58
445,ML66DO3392,Neha Kumar,+919221505021,EMAIL,ML66DO3392 overspeeding (48 km/h) at Academic Block A,Delivered,2026-03-23 14:20:58
446,DL62KW3487,Vikram Sharma,+913688960820,SMS,DL62KW3487 overspeeding (41 km/h) at Academic Block A,Delivered,2026-03-24 02:04:58
447,DL83WU9535,Kavya Nair,+911915390504,SYSTEM,DL83WU9535 overspeeding (25 km/h) at Main Gate,Failed,2026-03-24 05:34:58
448,AS39TF1535,Suresh Sharma,+916015436475,SMS,AS39TF1535 overspeeding (22 km/h) at Library Junction,Delivered,2026-03-23 22:18:58
449,AS56EJ1700,Pooja Verma,+914789307919,EMAIL,AS56EJ1700 overspeeding (50 km/h) at Academic Block A,Failed,2026-03-23 18:21:58
450,KA92JX4694,Riya Kumar,+914291031585,SMS,KA92JX4694 overspeeding (63 km/h) at Main Gate,Delivered,2026-03-24 06:07:58
451,WB67HF8236,Neha Sharma,+916210931597,EMAIL,WB67HF8236 overspeeding (28 km/h) at Library Junction,Delivered,2026-03-24 02:24:58
452,WB89CN6765,Riya Mehta,+913561598010,SYSTEM,WB89CN6765 overspeeding (30 km/h) at Main Gate,Delivered,2026-03-23 13:37:58
453,KA26GV1325,Priya Mehta,+915506330633,SYSTEM,KA26GV1325 overspeeding (52 km/h) at GH-4 Gate,Failed,2026-03-23 12:51:58
454,ML96SL5034,Ananya Nair,+913496992806,SYSTEM,ML96SL5034 overspeeding (27 km/h) at Sports Complex,Delivered,2026-03-24 09:13:58
455,AS20XH6881,Ananya Gupta,+911468643669,SMS,AS20XH6881 overspeeding (25 km/h) at Library Junction,Delivered,2026-03-24 07:16:58
456,KA91LX9133,Riya Das,+915415160089,SMS,KA91LX9133 overspeeding (64 km/h) at Residential Zone,Delivered,2026-03-24 07:47:58
457,DL62KW3487,Vikram Sharma,+913688960820,SMS,DL62KW3487 overspeeding (52 km/h) at Residential Zone,Delivered,2026-03-24 05:10:58
458,AS83FS6022,Kavya Mehta,+917446152331,SMS,AS83FS6022 overspeeding (22 km/h) at Library Junction,Delivered,2026-03-24 10:08:58
459,AS35MP2924,Sneha Mehta,+914556580308,SMS,AS35MP2924 overspeeding (67 km/h) at Library Junction,Failed,2026-03-24 08:43:58
460,ML34UE2374,Rohan Joshi,+914806694030,EMAIL,ML34UE2374 overspeeding (62 km/h) at GH-4 Gate,Failed,2026-03-23 15:45:58
461,DL01NF5747,Arjun Verma,+911316655257,SYSTEM,DL01NF5747 overspeeding (34 km/h) at Residential Zone,Failed,2026-03-24 06:22:58
462,AS35MP2924,Sneha Mehta,+914556580308,SYSTEM,AS35MP2924 overspeeding (51 km/h) at Main Gate,Failed,2026-03-24 01:30:58
463,AS84QL6148,Rohan Joshi,+913289615662,SYSTEM,AS84QL6148 overspeeding (59 km/h) at Academic Block B,Failed,2026-03-24 11:33:58
464,DL63EZ3326,Suresh Nair,+913397774947,EMAIL,DL63EZ3326 overspeeding (31 km/h) at Main Gate,Failed,2026-03-24 11:45:58
465,AS39DD6131,Neha Nair,+917489491004,EMAIL,AS39DD6131 overspeeding (23 km/h) at Main Gate,Failed,2026-03-23 23:00:58
466,WB58WC3808,Arjun Joshi,+913635977474,EMAIL,WB58WC3808 overspeeding (21 km/h) at Residential Zone,Delivered,2026-03-23 16:45:58
467,ML72BR1484,Rohan Nair,+911576202706,SYSTEM,ML72BR1484 overspeeding (21 km/h) at Academic Block B,Failed,2026-03-24 05:30:58
468,KA82OH1461,Neha Nair,+915236349201,SYSTEM,KA82OH1461 overspeeding (40 km/h) at Main Gate,Delivered,2026-03-24 08:09:58
469,KA26GV1325,Priya Mehta,+915506330633,SMS,KA26GV1325 overspeeding (22 km/h) at Academic Block B,Failed,2026-03-24 05:11:58
470,AS62CG5474,Kavya Bose,+919032494066,EMAIL,AS62CG5474 overspeeding (63 km/h) at Residential Zone,Failed,2026-03-23 17:55:58
471,AS40IU3799,Rohan Nair,+910527804140,SYSTEM,AS40IU3799 overspeeding (63 km/h) at Academic Block A,Failed,2026-03-23 17:20:58
472,AS39TF1535,Suresh Sharma,+916015436475,SYSTEM,AS39TF1535 overspeeding (70 km/h) at Sports Complex,Delivered,2026-03-23 21:24:58
473,DL80AM5081,Neha Iyer,+919588170395,SMS,DL80AM5081 overspeeding (45 km/h) at Sports Complex,Delivered,2026-03-24 10:40:58
474,DL83RN3192,Pooja Mehta,+916710951012,SYSTEM,DL83RN3192 overspeeding (61 km/h) at Library Junction,Delivered,2026-03-23 19:13:58
475,WB34HA6278,Priya Nair,+911278416516,SYSTEM,WB34HA6278 overspeeding (40 km/h) at Academic Block A,Delivered,2026-03-23 17:40:58
476,DL15VL1668,Arjun Mehta,+918492100012,SYSTEM,DL15VL1668 overspeeding (63 km/h) at Library Junction,Failed,2026-03-23 15:41:58
477,WB55CZ1211,Neha Nair,+912736869188,EMAIL,WB55CZ1211 overspeeding (58 km/h) at Main Gate,Delivered,2026-03-23 13:57:58
478,ML72BR1484,Rohan Nair,+911576202706,SYSTEM,ML72BR1484 overspeeding (53 km/h) at Academic Block B,Delivered,2026-03-23 13:10:58
479,KA55JD5796,Riya Gupta,+916827671617,SMS,KA55JD5796 overspeeding (50 km/h) at Sports Complex,Delivered,2026-03-23 15:54:58
480,KA16QU5840,Ananya Kumar,+912966108850,SMS,KA16QU5840 overspeeding (62 km/h) at Academic Block B,Delivered,2026-03-24 05:37:58
481,ML96SL5034,Ananya Nair,+913496992806,SYSTEM,ML96SL5034 overspeeding (60 km/h) at GH-4 Gate,Failed,2026-03-23 13:41:58
482,WB84FK1524,Suresh Das,+919692463706,SMS,WB84FK1524 overspeeding (69 km/h) at Academic Block A,Delivered,2026-03-23 18:01:58
483,DL32VH5131,Ananya Nair,+916053706022,EMAIL,DL32VH5131 overspeeding (35 km/h) at Sports Complex,Failed,2026-03-24 07:12:58
484,ML66ZK5727,Meena Das,+917622447332,SMS,ML66ZK5727 overspeeding (27 km/h) at Main Gate,Failed,2026-03-24 07:59:58
485,AS11BT4725,Priya Iyer,+918449239542,SMS,AS11BT4725 overspeeding (21 km/h) at Academic Block B,Delivered,2026-03-23 13:19:58
486,ML94LG3675,Arjun Bose,+912905214340,EMAIL,ML94LG3675 overspeeding (28 km/h) at Residential Zone,Failed,2026-03-23 18:26:58
487,KA16QU5840,Ananya Kumar,+912966108850,SYSTEM,KA16QU5840 overspeeding (27 km/h) at Main Gate,Delivered,2026-03-24 11:54:58
488,KA55JD5796,Riya Gupta,+916827671617,EMAIL,KA55JD5796 overspeeding (67 km/h) at Hospital Road,Failed,2026-03-23 17:43:58
489,WB59SZ3341,Rahul Bose,+917914437386,EMAIL,WB59SZ3341 overspeeding (55 km/h) at Sports Complex,Delivered,2026-03-24 02:42:58
490,ML64JM7237,Ananya Mehta,+910089925356,SYSTEM,ML64JM7237 overspeeding (41 km/h) at Library Junction,Delivered,2026-03-23 21:51:58
491,AS39DD6131,Neha Nair,+917489491004,SMS,AS39DD6131 overspeeding (36 km/h) at GH-4 Gate,Failed,2026-03-23 17:24:58
492,DL99TM2873,Pooja Bose,+918396935104,EMAIL,DL99TM2873 overspeeding (67 km/h) at GH-4 Gate,Failed,2026-03-24 01:53:58
493,KA67DY2024,Kavya Bose,+919877170221,SMS,KA67DY2024 overspeeding (48 km/h) at Hospital Road,Delivered,2026-03-24 08:51:58
494,ML07XQ7196,Rohan Bose,+915677490863,SYSTEM,ML07XQ7196 overspeeding (46 km/h) at Residential Zone,Failed,2026-03-24 02:09:58
495,KA32HP4802,Kavya Gupta,+911841233946,SMS,KA32HP4802 overspeeding (62 km/h) at Academic Block A,Delivered,2026-03-24 06:49:58
496,DL63EZ3326,Suresh Nair,+913397774947,EMAIL,DL63EZ3326 overspeeding (67 km/h) at Academic Block A,Failed,2026-03-24 05:24:58
497,ML64JM7237,Ananya Mehta,+910089925356,SMS,ML64JM7237 overspeeding (35 km/h) at Main Gate,Delivered,2026-03-23 13:06:58
498,KA98NI8813,Arjun Iyer,+917883709970,SMS,KA98NI8813 overspeeding (52 km/h) at Hospital Road,Delivered,2026-03-24 08:42:58
499,AS85BJ2738,Rohan Joshi,+910333651880,EMAIL,AS85BJ2738 overspeeding (55 km/h) at Main Gate,Failed,2026-03-24 05:02:58
500,DL99TM2873,Pooja Bose,+918396935104,EMAIL,DL99TM2873 overspeeding (47 km/h) at Academic Block A,Delivered,2026-03-24 06:13:58
501,WB83EK6884,Pooja Iyer,+913168632252,SMS,WB83EK6884 overspeeding (26 km/h) at Academic Block A,Failed,2026-03-23 12:30:58
502,AS05UA4808,Kavya Das,+919637877610,SMS,AS05UA4808 overspeeding (42 km/h) at Academic Block A,Delivered,2026-03-24 07:04:58
503,KA72NF7276,Kavya Sharma,+914958854666,EMAIL,KA72NF7276 overspeeding (66 km/h) at GH-4 Gate,Failed,2026-03-24 04:27:58
504,ML66ZK5727,Meena Das,+917622447332,SYSTEM,ML66ZK5727 overspeeding (64 km/h) at Residential Zone,Delivered,2026-03-23 14:07:58
505,WB53AS7612,Riya Das,+915125486662,SMS,WB53AS7612 overspeeding (47 km/h) at Main Gate,Failed,2026-03-24 03:34:58
506,WB83EK6884,Pooja Iyer,+913168632252,SYSTEM,WB83EK6884 overspeeding (51 km/h) at Sports Complex,Failed,2026-03-23 16:02:58
507,AS62CG5474,Kavya Bose,+919032494066,SYSTEM,AS62CG5474 overspeeding (49 km/h) at Academic Block B,Failed,2026-03-23 23:47:58
508,DL40VN4049,Rajesh Das,+915928684265,EMAIL,DL40VN4049 overspeeding (26 km/h) at Library Junction,Delivered,2026-03-23 16:25:58
509,KA30QN3381,Sneha Sharma,+912427917146,SYSTEM,KA30QN3381 overspeeding (21 km/h) at Library Junction,Delivered,2026-03-24 08:39:58
510,ML53WF1442,Arjun Das,+916625753145,EMAIL,ML53WF1442 overspeeding (39 km/h) at Residential Zone,Delivered,2026-03-24 00:19:58
511,WB59SZ3341,Rahul Bose,+917914437386,EMAIL,WB59SZ3341 overspeeding (61 km/h) at Academic Block B,Failed,2026-03-24 11:27:58
512,DL01NF5747,Arjun Verma,+911316655257,SYSTEM,DL01NF5747 overspeeding (62 km/h) at Academic Block B,Failed,2026-03-23 19:07:58
513,KA98NI8813,Arjun Iyer,+917883709970,EMAIL,KA98NI8813 overspeeding (66 km/h) at Sports Complex,Failed,2026-03-23 23:07:58
514,AS34EA9219,Ananya Verma,+919279012809,SMS,AS34EA9219 overspeeding (59 km/h) at Academic Block B,Failed,2026-03-24 05:02:58
515,KA32PF6209,Rahul Nair,+913422974948,SMS,KA32PF6209 overspeeding (40 km/h) at Academic Block A,Failed,2026-03-23 21:29:58
516,AS87CO8533,Arjun Kumar,+914853515621,EMAIL,AS87CO8533 overspeeding (24 km/h) at Main Gate,Delivered,2026-03-23 16:56:58
517,DL63EZ3326,Suresh Nair,+913397774947,EMAIL,DL63EZ3326 overspeeding (63 km/h) at Residential Zone,Failed,2026-03-23 22:00:58
518,DL39UK9366,Pooja Bose,+918116523937,SYSTEM,DL39UK9366 overspeeding (38 km/h) at Sports Complex,Delivered,2026-03-24 00:24:58
519,AS56EJ1700,Pooja Verma,+914789307919,EMAIL,AS56EJ1700 overspeeding (33 km/h) at Main Gate,Failed,2026-03-23 16:31:58
520,DL72HP6499,Kavya Iyer,+916877846731,SYSTEM,DL72HP6499 overspeeding (67 km/h) at Academic Block A,Delivered,2026-03-24 06:00:58
521,DL15VL1668,Arjun Mehta,+918492100012,SMS,DL15VL1668 overspeeding (49 km/h) at Residential Zone,Delivered,2026-03-24 07:01:58
522,DL59QR2695,Suresh Das,+910814670689,EMAIL,DL59QR2695 overspeeding (50 km/h) at Residential Zone,Failed,2026-03-24 08:01:58
523,DL59QR2695,Suresh Das,+910814670689,SYSTEM,DL59QR2695 overspeeding (39 km/h) at Sports Complex,Delivered,2026-03-24 07:29:58
524,AS83FS6022,Kavya Mehta,+917446152331,EMAIL,AS83FS6022 overspeeding (41 km/h) at Library Junction,Failed,2026-03-23 16:31:58
525,KA57ND7683,Rajesh Sharma,+911007590061,EMAIL,KA57ND7683 overspeeding (32 km/h) at Library Junction,Failed,2026-03-23 12:48:58
526,WB15EK7276,Neha Gupta,+916521010367,SYSTEM,WB15EK7276 overspeeding (21 km/h) at Library Junction,Delivered,2026-03-24 00:26:58
527,AS20GA9785,Rahul Iyer,+913620715201,SMS,AS20GA9785 overspeeding (35 km/h) at Academic Block A,Failed,2026-03-24 11:14:58
528,KA05JP7623,Meena Bose,+919000637891,SYSTEM,KA05JP7623 overspeeding (28 km/h) at Residential Zone,Failed,2026-03-24 06:04:58
529,ML28CR1695,Suresh Mehta,+915639757890,EMAIL,ML28CR1695 overspeeding (42 km/h) at Academic Block A,Failed,2026-03-24 02:29:58
530,WB48OH1391,Suresh Sharma,+914985618855,SYSTEM,WB48OH1391 overspeeding (25 km/h) at Hospital Road,Delivered,2026-03-23 17:23:58
531,ML37VL7728,Sneha Nair,+915564478958,EMAIL,ML37VL7728 overspeeding (56 km/h) at Academic Block A,Failed,2026-03-23 19:12:58
532,WB15EK7276,Neha Gupta,+916521010367,SYSTEM,WB15EK7276 overspeeding (62 km/h) at Library Junction,Failed,2026-03-24 09:54:58
533,KA05JP7623,Meena Bose,+919000637891,EMAIL,KA05JP7623 overspeeding (51 km/h) at Sports Complex,Failed,2026-03-24 11:18:58
534,KA16QU5840,Ananya Kumar,+912966108850,SYSTEM,KA16QU5840 overspeeding (39 km/h) at Library Junction,Delivered,2026-03-23 22:45:58
535,DL86SZ9423,Meena Joshi,+919354767148,SYSTEM,DL86SZ9423 overspeeding (39 km/h) at Academic Block B,Delivered,2026-03-23 23:02:58
536,WB34HA6278,Priya Nair,+911278416516,SMS,WB34HA6278 overspeeding (56 km/h) at Academic Block B,Failed,2026-03-24 06:51:58
537,KA11BF5605,Vikram Sharma,+911190227555,SMS,KA11BF5605 overspeeding (34 km/h) at Sports Complex,Failed,2026-03-23 14:03:58
538,KA13RM5187,Vikram Nair,+914767591949,EMAIL,KA13RM5187 overspeeding (61 km/h) at Academic Block B,Delivered,2026-03-23 19:04:58
539,AS20GA9785,Rahul Iyer,+913620715201,SMS,AS20GA9785 overspeeding (45 km/h) at Residential Zone,Failed,2026-03-23 13:34:58
540,WB67HF8236,Neha Sharma,+916210931597,SYSTEM,WB67HF8236 overspeeding (56 km/h) at GH-4 Gate,Failed,2026-03-24 03:07:58
541,KA32HP4802,Kavya Gupta,+911841233946,SYSTEM,KA32HP4802 overspeeding (60 km/h) at Sports Complex,Delivered,2026-03-23 17:41:58
542,ML67AP9551,Suresh Verma,+917855402642,SYSTEM,ML67AP9551 overspeeding (58 km/h) at Library Junction,Delivered,2026-03-23 19:39:58
543,AS83FS6022,Kavya Mehta,+917446152331,SMS,AS83FS6022 overspeeding (55 km/h) at Academic Block B,Delivered,2026-03-24 08:18:58
544,WB35LG7640,Neha Verma,+911544676659,EMAIL,WB35LG7640 overspeeding (34 km/h) at Library Junction,Failed,2026-03-23 15:00:58
545,DL09RM3079,Rajesh Gupta,+910414389408,SMS,DL09RM3079 overspeeding (30 km/h) at GH-4 Gate,Failed,2026-03-24 02:32:58
546,DL83WU9535,Kavya Nair,+911915390504,SYSTEM,DL83WU9535 overspeeding (31 km/h) at Academic Block A,Delivered,2026-03-24 05:25:58
547,KA57ND7683,Rajesh Sharma,+911007590061,EMAIL,KA57ND7683 overspeeding (67 km/h) at Main Gate,Delivered,2026-03-24 00:38:58
548,DL68JU6845,Meena Iyer,+914327603910,EMAIL,DL68JU6845 overspeeding (68 km/h) at GH-4 Gate,Failed,2026-03-23 23:57:58
549,KA82OH1461,Neha Nair,+915236349201,SYSTEM,KA82OH1461 overspeeding (47 km/h) at Library Junction,Failed,2026-03-23 19:50:58
550,DL52IZ2550,Ananya Iyer,+918110914408,EMAIL,DL52IZ2550 overspeeding (39 km/h) at Academic Block B,Failed,2026-03-24 03:59:58
